stockid,tsn,scientificname,commonname,areaid,stocklong,region,primary_country,primary_FAOarea,ISO3_code,GRSF_uuid,inmyersdb,myersstockid,state
PSALMHOMES, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-HOMES,Pink salmon Homeshor (District114),US Alaska (Pacific Salmon),USA, 2,USA,4a9df862-e506-3267-9670-99238b5c4f57,0,,Current
PSALMHOMFROY, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-HOMFROY,Pink salmon Homfroy C (Area 15),Canada West Coast (Pacific Salmon),Canada, 2,CAN,5d9c61c7-0435-328e-a7a5-a0bacd0ba992,0,,Current
PSALMHOOKC, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-HOOKC,Pink salmon Hooknose Creek,Canada West Coast (Pacific Salmon),Canada, 2,CAN,40d47ac8-ee54-3ae0-a08a-bef2d8fe725f,0,,Current
PSALMHOONAHS, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-HOONAHS,Pink salmon Hoonah S (District113),US Alaska (Pacific Salmon),USA, 2,USA,cdb4c97b-0ea0-3581-ac74-478ff05d53c3,0,,Current
PSALMHOUGHTON, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-HOUGHTON,Pink salmon Houghton (District110),US Alaska (Pacific Salmon),USA, 2,USA,0de831c1-17fd-33f1-aebe-448086ef3453,0,,Current
PSALMHSPH, 161975,Oncorhynchus gorbuscha,Pink salmon,Japan-FAJ-HSPH,Pink salmon Japan High Seas catch pink hatchery,Russia Japan (Pacific Salmon),Japan, 4,JPN,eb6a9e4a-e368-3188-b031-8504fa0f09af,0,,Current
PSALMHSPW, 161975,Oncorhynchus gorbuscha,Pink salmon,Japan-FAJ-HSPW,Pink salmon Japan High Seas catch pink wild,Russia Japan (Pacific Salmon),Japan, 4,JPN,bec4fa2d-c782-31f2-85e9-85cbd42b77a6,0,,Current
PSALMHUMPCY, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-HUMPCY,Pink salmon Humpy Creek (Yakutat),US Alaska (Pacific Salmon),USA, 2,USA,788f4dbe-3c5a-331f-a81a-ea41fae86893,0,,Current
PSALMHUMPYCCISD, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-HUMPYCCISD,Pink salmon Humpy Creek (Cook Inlet Southern D),US Alaska (Pacific Salmon),USA, 2,USA,ebe46563-7b91-3dda-9367-7675bddfdb44,0,,Current
PSALMIGUSHIK, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-IGUSHIK,Pink salmon Igushik River,US Alaska (Pacific Salmon),USA, 2,USA,bdfca66d-b444-35ad-ae12-7b298cf214bc,0,,Current
PSALMJAMESLOD, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-JAMESLOD,Pink salmon James Lagoon (Outer D),US Alaska (Pacific Salmon),USA, 2,USA,545240df-37aa-30de-9b24-ce68b8e78220,0,,Current
PSALMJCPH, 161975,Oncorhynchus gorbuscha,Pink salmon,Japan-FAJ-JCPH,Pink salmon Japan coastal pink hatchery,Russia Japan (Pacific Salmon),Japan, 4,JPN,009c5d58-3bd6-3450-87e3-9d466fe1398e,0,,Current
PSALMJCPW, 161975,Oncorhynchus gorbuscha,Pink salmon,Japan-FAJ-JCPW,Pink salmon Japan coastal pink wild,Russia Japan (Pacific Salmon),Japan, 4,JPN,51cd3125-fb42-3e3e-b8da-7d073c6f4e97,0,,Current
PSALMJERVISI, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-JERVISI,Pink salmon Jervis Inlet (Area 16),Canada West Coast (Pacific Salmon),Canada, 2,CAN,a5e34692-c996-3548-960b-4b4a337e2c61,0,,Current
PSALMJOHNS, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-JOHNS,Pink salmon JohnstoneSt (Area 12),Canada West Coast (Pacific Salmon),Canada, 2,CAN,cd156511-a596-3a40-9178-00f6099601b2,0,,Current
PSALMJOHNST, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-JOHNST,Pink salmon Johnst St (Area 13),Canada West Coast (Pacific Salmon),Canada, 2,CAN,3828c294-0df8-3b7b-a19f-8aa122bd58e8,0,,Current
PSALMKASAAN, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-KASAAN,Pink salmon Kasaan (District102),US Alaska (Pacific Salmon),USA, 2,USA,f1e71337-eafc-3af6-9033-68e1754efc05,0,,Current
PSALMKELPB, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-KELPB,Pink salmon Kelp By (District112),US Alaska (Pacific Salmon),USA, 2,USA,adc179f7-c302-3cda-ac4d-473a918f68b5,0,,Current
PSALMKINGCOME, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-KINGCOME,Pink salmon KingcomeInlet (Area 12),Canada West Coast (Pacific Salmon),Canada, 2,CAN,1d002840-5e58-3404-8332-2ab3ff842bea,0,,Current
PSALMKLAWOCK, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-KLAWOCK,Pink salmon Klawock (District103),US Alaska (Pacific Salmon),USA, 2,USA,f387172b-e10d-3a0c-a570-e78acb05ef53,0,,Current
PSALMKNIGHT, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-KNIGHT,Pink salmon KnightInlet (Area 12),Canada West Coast (Pacific Salmon),Canada, 2,CAN,511dced3-90ec-3d5d-934e-f285f781a1c4,0,,Current
PSALMKODIAKMD, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-KODIAKMD,Pink salmon Kodiak Mainland District,US Alaska (Pacific Salmon),USA, 2,USA,f7cc4b3e-d8c3-324b-b34d-1d483214b6ec,0,,Current
PSALMKODIAKWD, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-KODIAKWD,Pink salmon Kodiak Westside District,US Alaska (Pacific Salmon),USA, 2,USA,376fb374-0d60-35ac-aac1-1bcdc5d493b9,0,,Current
PSALMKUSKOKWIM, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-KUSKOKWIM,Pink salmon Kuskokwim,US Alaska (Pacific Salmon),USA, 2,USA,aa3fc865-4390-3d49-a9da-02aa75d24d93,0,,Current
PSALMLISIANSKI, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-LISIANSKI,Pink salmon Lisianski (District113),US Alaska (Pacific Salmon),USA, 2,USA,6e600ed5-f534-3c14-a7a5-334b03f8116a,0,,Current
PSALMLKAMR, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-LKAMR,Pink salmon Little Kamishak River (Kamishak D),US Alaska (Pacific Salmon),USA, 2,USA,8f7dd6c4-b709-34e3-b9ae-aeb96ff332f6,0,,Current
PSALMLOUGHB, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-LOUGHB,Pink salmon Loughb It (Area 13),Canada West Coast (Pacific Salmon),Canada, 2,CAN,e0bbcb42-2c78-3c75-a612-6cac44a4f450,0,,Current
PSALMLYNNCD112, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-LYNNCD112,Pink salmon Lynn Cnl (District112),US Alaska (Pacific Salmon),USA, 2,USA,89b7bea2-b03c-3075-8f54-5076542fe3f5,0,,Current
PSALMLYNNCD115, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-LYNNCD115,Pink salmon Lynn Cnl (District115),US Alaska (Pacific Salmon),USA, 2,USA,66972dc8-6ef5-3471-9678-8b75024e915b,0,,Current
PSALMMALAS, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-MALAS,Pink salmon Malaspina (Area 15),Canada West Coast (Pacific Salmon),Canada, 2,CAN,f4d2bbc1-a4d2-3dba-a4c8-af76c0ed5f85,0,,Current
PSALMMFRASE, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-MFRASE,Pink salmon Main Fraser,Canada West Coast (Pacific Salmon),Canada, 2,CAN,46f39377-a778-3be6-a0a2-0f93079cddc1,0,,Current
PSALMMOIRA, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-MOIRA,Pink salmon Moira (District102),US Alaska (Pacific Salmon),USA, 2,USA,eef84b08-e4e1-3804-b94c-dda0ccea5337,0,,Current
PSALMMONTD, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-MONTD,Pink salmon Montague District,US Alaska (Pacific Salmon),USA, 2,USA,042389dc-2483-3f83-9873-f5f62276573d,0,,Current
PSALMMPNBNS, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-MPNBNS,Pink salmon Moses Point and Norton Bay (Norton Sound),US Alaska (Pacific Salmon),USA, 2,USA,38916303-cb93-383f-a62d-746140a1f538,0,,Current
PSALMNCHICHAGO, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-NCHICHAGO,Pink salmon Nchichago (District114),US Alaska (Pacific Salmon),USA, 2,USA,f4bf9a82-88f1-39e0-b555-1bd41751359e,0,,Current
PSALMNISQPS, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-NISQPS,Pink salmon Nisqually (Puget Sound),US West Coast (Pacific Salmon),USA, 2,USA,27edd1d9-00f3-357b-ac09-531228dca392,0,,Current
PSALMNKINGCOME, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-NKINGCOME,Pink salmon NearKingcome (Area 12),Canada West Coast (Pacific Salmon),Canada, 2,CAN,b66b5e0e-c7bf-3249-a717-5f3ff5aef735,0,,Current
PSALMNOME, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-NOME,Pink salmon Nome (Norton Sound),US Alaska (Pacific Salmon),USA, 2,USA,cd9ef671-2ef2-3f09-954f-1398ccd1c2ad,0,,Current
PSALMNOOKSPS, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-NOOKSPS,Pink salmon Nooksack (Puget Sound),US West Coast (Pacific Salmon),USA, 2,USA,0997c50a-c544-38f1-a6aa-2a658c37f72d,0,,Current
PSALMNUNAKWIKD, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-NUNAKWIKD,Pink salmon Northern/Unakwik District,US Alaska (Pacific Salmon),USA, 2,USA,d99b2a44-77f5-320d-9b95-3c6a6247dc48,0,,Current
PSALMNUSHAGAKR, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-NUSHAGAKR,Pink salmon Nushagak River,US Alaska (Pacific Salmon),USA, 2,USA,1ae9d07e-a992-3553-8dae-cd531118663c,0,,Current
PSALMOKPH, 161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-OKPH,Pink salmon Okhotsk pink hatchery,Russia Japan (Pacific Salmon),Russia, 5,RUS,25eab89f-17c7-31bf-b264-4ebd5e8b5a45,0,,Current
PSALMOKPW, 161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-OKPW,Pink salmon Okhotsk pink wild,Russia Japan (Pacific Salmon),Russia, 5,RUS,cfb6e92f-c4bb-3e64-b96d-9002e1ee62ac,0,,Current
PSALMPCHATHAM, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PCHATHAM,Pink salmon Port Chatham (Outer D),US Alaska (Pacific Salmon),USA, 2,USA,a1378de2-fa5a-3eb6-8dcb-52f49c9ea2d1,0,,Current
PSALMPDICK, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PDICK,Pink salmon Port Dick (Outer D),US Alaska (Pacific Salmon),USA, 2,USA,0658661c-3dc2-3de8-a081-8c51e4802694,0,,Current
PSALMPERRYVILLED, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PERRYVILLED,Pink salmon Perryville District,US Alaska (Pacific Salmon),USA, 2,USA,a5ddeb14-ba6e-357c-8252-26c44f32acbc,0,,Current
PSALMPGRAHAMSD, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PGRAHAMSD,Pink salmon Port Graham (Southern D),US Alaska (Pacific Salmon),USA, 2,USA,80b77143-d352-3be9-9fe7-10fc8660ea71,0,,Current
PSALMPORTAGEB, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PORTAGEB,Pink salmon Portage B (District110),US Alaska (Pacific Salmon),USA, 2,USA,cfb8724e-6840-3095-94e0-1a1234f394c6,0,,Current
PSALMPORTLAND, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PORTLAND,Pink salmon Portland (District 101),US Alaska (Pacific Salmon),USA, 2,USA,d6e33784-6e5a-3aa7-a4f0-32950c40355b,0,,Current
PSALMPORTLOCK, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PORTLOCK,Pink salmon Portlock (District113),US Alaska (Pacific Salmon),USA, 2,USA,3be5dd8b-6930-3a89-88e0-2bbf7ab94d11,0,,Current
PSALMPRIMPW, 161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-PRIMPW,Pink salmon Primorye pink wild,Russia Japan (Pacific Salmon),Russia, 5,RUS,0855683d-7c39-35f4-8668-9651b3a6eaa8,0,,Current
PSALMPUYALLUPPS, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-PUYALLUPPS,Pink salmon Puyallup (Puget Sound),US West Coast (Pacific Salmon),USA, 2,USA,18f45f05-5ed0-3c82-940f-b614e5f9f870,0,,Current
PSALMPWSED, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PWSED,Pink salmon PWS Eastern District,US Alaska (Pacific Salmon),USA, 2,USA,20546d52-0c7a-3e3c-b289-cbd8cc0a9095,0,,Current
PSALMPWSNWD, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PWSNWD,Pink salmon PWS Northwestern District,US Alaska (Pacific Salmon),USA, 2,USA,d449143c-4089-3bc4-8dd5-7363a2bbacc0,0,,Current
PSALMPWSSED, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PWSSED,Pink salmon PWS Southeastern District,US Alaska (Pacific Salmon),USA, 2,USA,ed4930f7-e239-3296-b2e9-cad04e7649e7,0,,Current
PSALMPWSSWD, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PWSSWD,Pink salmon PWS Southwest District,US Alaska (Pacific Salmon),USA, 2,USA,9634ed2c-0934-3a99-afd2-540edb696466,0,,Current
PSALMPYBUSGA, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PYBUSGA,Pink salmon Pybus/Ga (District110),US Alaska (Pacific Salmon),USA, 2,USA,07121b30-b4af-3b8a-8fde-42d56b223310,0,,Current
PSALMQUATR, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-QUATR,Pink salmon Quatam R (Area 13),Canada West Coast (Pacific Salmon),Canada, 2,CAN,9f1d76b8-c455-3df7-b59f-3d70711d262d,0,,Current
PSALMRATZH, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-RATZH,Pink salmon Ratz Hbr (District106),US Alaska (Pacific Salmon),USA, 2,USA,fb22aa43-574a-3764-af8e-4b98edf15140,0,,Current
PSALMRESB, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-RESB,Pink salmon Resurrection Bay (Eastern D),US Alaska (Pacific Salmon),USA, 2,USA,f918cdc4-2f94-3110-8d9a-5805475455e9,0,,Current
PSALMROCKYROD, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-ROCKYROD,Pink salmon Rocky River (Outer D),US Alaska (Pacific Salmon),USA, 2,USA,1b9a43db-cdf3-34f5-b982-7520140d7272,0,,Current
PSALMSAGINWB, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SAGINWB,Pink salmon Saginw By (District109),US Alaska (Pacific Salmon),USA, 2,USA,95f9318e-879d-330f-b920-5f1b37d367ae,0,,Current
PSALMSAKP, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SAKP,Pink salmon South AK Peninsula w/o Chignik,US Alaska (Pacific Salmon),USA, 2,USA,a4a5773f-664b-3878-9a78-dba3f8f38665,0,,Current
PSALMSALISBURY, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SALISBURY,Pink salmon Salisbury (District113),US Alaska (Pacific Salmon),USA, 2,USA,b16fa491-c20f-3e8f-9561-67645ecef844,0,,Current
PSALMSASHINCNI, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SASHINCNI,Pink salmon Sashin Creek (Northern Inside),US Alaska (Pacific Salmon),USA, 2,USA,ac0a966a-b292-3a41-8e24-2a313310852e,0,,Current
PSALMSBPCKD, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SBPCKD,Pink salmon Sunday and Browns Peak Creek (Kamishak D),US Alaska (Pacific Salmon),USA, 2,USA,feb2c182-b989-3eb0-a233-ebfb07664cbf,0,,Current
PSALMSEAOTTER, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SEAOTTER,Pink salmon SeaOtter (District103),US Alaska (Pacific Salmon),USA, 2,USA,ff3fad7d-d584-323b-907f-356e8ff84e78,0,,Current
PSALMSEBARAN, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SEBARAN,Pink salmon SE Baran (District109),US Alaska (Pacific Salmon),USA, 2,USA,737bffdf-db6a-3bd3-bf22-e641911d1331,0,,Current
PSALMSECHELT, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SECHELT,Pink salmon Sechelt It  (Area 16),Canada West Coast (Pacific Salmon),Canada, 2,CAN,4d862164-4f8d-35e6-9195-2b5726e45c8d,0,,Current
PSALMSELDOVIAB, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SELDOVIAB,Pink salmon Seldovia Bay  (Southern D),US Alaska (Pacific Salmon),USA, 2,USA,98055b2a-b32c-3a51-9ecd-8d422a97e52e,0,,Current
PSALMSETONA, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SETONA,Pink salmon SetonArea,Canada West Coast (Pacific Salmon),Canada, 2,CAN,e5baea8d-83aa-3c89-99f5-77dc9be22bce,0,,Current
PSALMSEYMOUR, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SEYMOUR,Pink salmon Seymour (District111),US Alaska (Pacific Salmon),USA, 2,USA,6107454b-5d96-3edc-b977-7aa857d1e1e1,0,,Current
PSALMSHAKTOOLIKNS, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SHAKTOOLIKNS,Pink salmon Shaktoolik (Norton Sound),US Alaska (Pacific Salmon),USA, 2,USA,d2d93b09-3550-3d40-83ef-a21bc13f422a,0,,Current
PSALMSHIPLEY, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SHIPLEY,Pink salmon Shipley (District105),US Alaska (Pacific Salmon),USA, 2,USA,fbaeacf5-697f-31e5-9c1e-48aa0c31ff36,0,,Current
PSALMSITKAS, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SITKAS,Pink salmon Sitka Sd (District113),US Alaska (Pacific Salmon),USA, 2,USA,a2f9a842-e237-3362-9af4-d07a3d82ec67,0,,Current
PSALMSITUKR, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SITUKR,Pink salmon Situk River,US Alaska (Pacific Salmon),USA, 2,USA,0b267532-dfb1-347c-8d8a-41aa43c7ee88,0,,Current
PSALMSKAGPS, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-SKAGPS,Pink salmon Skagit (Puget Sound),US West Coast (Pacific Salmon),USA, 2,USA,090c3aa7-6ae2-38b7-b192-2ec38a5fd129,0,,Current
PSALMSKEENALR, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SKEENALR,Pink salmon Skeena/Lakelse River,Canada West Coast (Pacific Salmon),Canada, 2,CAN,be85ea4d-cb5a-309a-98fd-7c338201c6e3,0,,Current
PSALMSLIAMMON, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SLIAMMON,Pink salmon Sliammon (Area 15),Canada West Coast (Pacific Salmon),Canada, 2,CAN,1765db9a-d513-3d14-99d3-417431981c7d,0,,Current
PSALMSLOCUM, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SLOCUM,Pink salmon Slocum (District113),US Alaska (Pacific Salmon),USA, 2,USA,4768ce20-7a38-38ce-a8f1-18c88012bf66,0,,Current
PSALMSNAKER, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SNAKER,Pink salmon Snake River,US Alaska (Pacific Salmon),USA, 2,USA,f9cc4264-fb6d-35fb-b468-5607e0fd3979,0,,Current
PSALMSNOHPS, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-SNOHPS,Pink salmon Snohomish (Puget Sound),US West Coast (Pacific Salmon),USA, 2,USA,03066249-b467-3e8e-aa8c-3e4526f341c0,0,,Current
PSALMSQUAMISH, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SQUAMISH,Pink salmon Squamish,Canada West Coast (Pacific Salmon),Canada, 2,CAN,5fdf1f49-d085-37be-9cfd-08f34bff95a2,0,,Current
PSALMSTEPHENS, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-STEPHENS,Pink salmon Stephens (District111),US Alaska (Pacific Salmon),USA, 2,USA,9140b955-56c0-3e4c-8652-6fabce8b3ba8,0,,Current
PSALMSTIKINE, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-STIKINE,Pink salmon Stikine (District108),US Alaska (Pacific Salmon),USA, 2,USA,1584ee2a-c0d5-32a9-af4a-bedb3e130f5d,0,,Current
PSALMSTILLAPS, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-STILLAPS,Pink salmon Stillaguamish (Puget Sound),US West Coast (Pacific Salmon),USA, 2,USA,ccbd1a35-bfde-36c2-a36c-dd7f5a11bdb0,0,,Current
PSALMSUNDC, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SUNDC,Pink salmon SundChnl (Area 13),Canada West Coast (Pacific Salmon),Canada, 2,CAN,fd51ad12-2690-3fe1-bf71-e919849651a4,0,,Current
PSALMSUTILC, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SUTILC,Pink salmon Sutil Chnl (Area 13),Canada West Coast (Pacific Salmon),Canada, 2,CAN,97a88529-085d-3823-9b4a-990e00353d97,0,,Current
PSALMSWADMIR, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SWADMIR,Pink salmon SWAdmir (District112),US Alaska (Pacific Salmon),USA, 2,USA,21a22f71-81bd-3e80-bf98-00bff60892a5,0,,Current
PSALMTANAKEE, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-TANAKEE,Pink salmon Tenakee (District112),US Alaska (Pacific Salmon),USA, 2,USA,f304924b-d5ec-34c1-b4b4-7e010d338eb2,0,,Current
PSALMTEBENKOF, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-TEBENKOF,Pink salmon Tebenkof (District109),US Alaska (Pacific Salmon),USA, 2,USA,fb98bccd-289e-3392-9d59-c2ee8ad4fe11,0,,Current
PSALMTHOMPSON, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-THOMPSON,Pink salmon Thompson,Canada West Coast (Pacific Salmon),Canada, 2,CAN,ac008e32-09fb-37c8-bd0c-dc328c2f1bb3,0,,Current
PSALMTOBAI, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-TOBAI,Pink salmon Toba Inlt (Area 15),Canada West Coast (Pacific Salmon),Canada, 2,CAN,d8443000-b7a7-3e27-b1d9-bf3a827f643a,0,,Current
PSALMTOTEMB, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-TOTEMB,Pink salmon Totem By (District106),US Alaska (Pacific Salmon),USA, 2,USA,ab153257-4aa8-3a7d-9d9a-a036a17bf6d4,0,,Current
PSALMTUTKASD, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-TUTKASD,Pink salmon Tutka (Southern D),US Alaska (Pacific Salmon),USA, 2,USA,0ea75f6a-17e1-3641-b25a-93041d89fe70,0,,Current
PSALMUCOOKI, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-UCOOKI,Pink salmon Upper Cook Inlet,US Alaska (Pacific Salmon),USA, 2,USA,07e69e0a-fd3f-3994-bcd6-a0389c6afef7,0,,Current
PSALMUNALAKLEETNS, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-UNALAKLEETNS,Pink salmon Unalakleet (Norton Sound),US Alaska (Pacific Salmon),USA, 2,USA,8af45e63-d137-3007-a695-fedfe845ca0b,0,,Current
PSALMUNIONB, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-UNIONB,Pink salmon Union By (District107),US Alaska (Pacific Salmon),USA, 2,USA,3209c7a5-5aa8-3a1c-bf83-6fc87541ea9a,0,,Current
PSALMVANCI, 161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-VANCI,Pink salmon VancIsland (Area 13),Canada West Coast (Pacific Salmon),Canada, 2,CAN,f447e962-d09a-316c-816a-a9ac71f4b24d,0,,Current
PSALMWADMIRAL, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WADMIRAL,Pink salmon WAdmiral (District112),US Alaska (Pacific Salmon),USA, 2,USA,438d71d1-e67a-3f77-8504-0a13d54ebc2a,0,,Current
PSALMWBEHM, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WBEHM,Pink salmon WBehm (District 101),US Alaska (Pacific Salmon),USA, 2,USA,f182b776-e4c3-3fb5-b0c6-2c2a98a27e73,0,,Current
PSALMWCRAWFISH, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WCRAWFISH,Pink salmon Wcrawfish (District113),US Alaska (Pacific Salmon),USA, 2,USA,8055c485-2938-3fdf-9c99-efa60cee99c4,0,,Current
PSALMWHALEB, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WHALEB,Pink salmon Whale By (District113),US Alaska (Pacific Salmon),USA, 2,USA,25064a3b-367c-341d-9d9a-d7e86f94d713,0,,Current
PSALMWHALEP, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WHALEP,Pink salmon Whale Pe (District106),US Alaska (Pacific Salmon),USA, 2,USA,9ec5aba1-daa8-3c0f-81bf-8271382d309c,0,,Current
PSALMWINDYC, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WINDYC,Pink salmon Windy Creek (Outer D),US Alaska (Pacific Salmon),USA, 2,USA,7a114370-675b-3db6-923d-44b569191603,0,,Current
PSALMWKAMPH, 161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-WKAMPH,Pink salmon West Kamchatka pink hatchery,Russia Japan (Pacific Salmon),Russia, 5,RUS,37d9dd96-5e44-308d-8919-97efadced83c,0,,Current
PSALMWKAMPW, 161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-WKAMPW,Pink salmon West Kamchatka pink wild,Russia Japan (Pacific Salmon),Russia, 5,RUS,805a8a4e-23a2-3c67-8a8f-4f1b7b97f8d5,0,,Current
PSALMWOODR, 161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WOODR,Pink salmon Wood River,US Alaska (Pacific Salmon),USA, 2,USA,783f13e9-523b-3038-ae65-6a657439fdb2,0,,Current
